zip_before,publisher_record_id,name,operator,lifecycle,lat,lng,publisher_precision,basis_rule,publisher_sentence,evidence_url,quality_flags
60007,oracle-elk-grove-village-il,Oracle Elk Grove Village Data Center,Oracle,proposed,42.0035588,-88.0037711,approximate,ATLAS_NOTES_AREA_CENTROID,"Coordinates are the Elk Grove Village municipal centroid, not a parcel.",https://dceo.illinois.gov/content/dam/soi/en/web/dceo/aboutdceo/reportsrequiredbystatute/2025-data-centers-annual-report.pdf,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
48104,otava-ann-arbor-mi,Otava Ann Arbor Data Center,Otava,operational,42.2813722,-83.7484616,approximate,ATLAS_NOTES_AREA_LEVEL,"DELIBERATE GAP: the operator page places this facility in the Avis Farms business park south of downtown but does not print a street address, and the commonly-cited 640 Avis Dr address appeared only in a search-results summary this session, never on a page that was fetched — so no street is asserted and the pin is a city-level geocode, not the building.",https://www.otava.com/data-center-michigan/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
35064,patmos-fairfield-al,Patmos Fairfield Colocation Data Center,Patmos,proposed,33.4916836,-86.9150283,approximate,ATLAS_NOTES_AREA_CENTROID,"COORDINATES ARE THE FAIRFIELD MUNICIPAL CENTROID, not the building: the source identifies the site only as ""the former Walmart Supercenter"", no street address, and an Overpass query over the Fairfield bounding box returned no Walmart-named or former-retail building in OSM.",https://www.wbrc.com/2026/08/13/hundreds-pack-fairfield-town-hall-over-proposed-data-center-inside-former-walmart/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
64106,patmos-kansas-city-mo,Patmos KC Star Building Campus,Patmos Hosting,operational,39.0997,-94.5786,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Kansas City centroid.,https://www.blackridgeresearch.com/blog/latest-list-new-ai-proposed-upcoming-data-center-projects-missouri-usa,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
74036,potentia-oklahoma-campus-02-inola-ok,Potentia Oklahoma Campus 02 (Inola),"Potentia, Inc.",proposed,36.1487,-95.5097,approximate,ATLAS_NOTES_APPROX_TO_PLACE,"Coordinates are approximate to the town of Inola, not a parcel-confirmed point.",https://www.joecrivelli.com/p/the-data-center-coming-to-inola-oklahoma,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
23831,powerhouse-chirisa-chester-va,Chirisa Technology Park — Richmond (Chester),PowerHouse Data Centers,under_construction,37.3554,-77.4416,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Chester area centroid.,https://www.prnewswire.com/news-releases/blue-owl-chirisa-technology-parks-and-powerhouse-data-centers-announce-first-phase-of-5-billion-joint-venture-development-partnership-302233967.html,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
46342,powerhouse-hobart-lake-county-in,PowerHouse Hobart,PowerHouse Data Centers,proposed,41.5322592,-87.2550353,approximate,ATLAS_NOTES_THE_PLACE_OF,"no street address is published, so coordinates are the city of Hobart.",https://www.powerhousedata.com/data-center/powerhouse-hobart,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
45067,prologis-mila-trenton-oh,Prologis Project Mila,Prologis,permitted,39.48,-84.4638,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Trenton area centroid.,https://www.datacenterdynamics.com/en/news/prologis-details-plans-for-data-center-campus-outside-cincinnati-ohio/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
25442,qts-kearneysville-berkeley-jefferson-wv,Berkeley/Jefferson County Data Center Campus (QTS Kearneysville),QTS Data Centers,proposed,39.3729,-77.8636,approximate,ATLAS_NOTES_AREA_ESTIMATE,"Coordinates are a Kearneysville-area approximation, not a confirmed parcel location.",https://observerwv.com/plan-for-data-center-complex-near-kearneysville-approved/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
73102,rack59-oklahoma-city-ok,RACK59 Data Center,RACK59,operational,35.4676,-97.5164,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are an Oklahoma City centroid approximation;,https://rack59.com/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
80903,raeden-taurus-colorado-springs-co,Raeden Project Taurus,Raeden,permitted,38.8339,-104.8214,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Colorado Springs area centroid.,https://www.datacenterdynamics.com/en/news/50mw-data-center-could-be-built-in-colorado-springs/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
14534,rochester-colo-pittsford-ny,Rochester Colo,Rochester Colo (James Salviski),operational,43.090959,-77.515298,approximate,ATLAS_NOTES_AREA_LEVEL,"Coordinates are the Town of Pittsford centroid (OSM Nominatim) -- both the US Census geocoder and OSM Nominatim failed to resolve the street address without a confirmed house number, so this is a disclosed city/town-level pin, NOT parcel-level precision.",https://rochestercolo.com/contact/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
25446,ryan-stuart-summit-point-jefferson-county-wv,Summit Point Data Center Site (Ryan Stuart Development),Ryan Stuart Development,proposed,39.2495466,-77.9586082,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Summit Point community centroid;,https://observerwv.news/posts/data-center-in-summit-point-politics-not-as-usual,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
19355,sentinel-east-whiteland-chester-county-pa,Sentinel East Whiteland Data Center,Sentinel Data Centers,under_construction,40.041,-75.545,exact,ATLAS_NOTES_APPROX_TO_PLACE,Coordinates are approximate for the township.,https://cleanview.co/news/data-centers/sentinel-data-centers-announces-300-mw-sentinel-east-whiteland-data-center-in-pa-20260417,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
19711,shelbourne-white-clay-newark-de,White Clay Corporate Center Data Center Redevelopment,Shelbourne,proposed,39.6828358,-75.7515682,approximate,ATLAS_NOTES_AREA_CENTROID,"Location precision is approximate: this pin is Newark, DE's city centroid (OSM);",https://spotlightdelaware.org/2025/12/16/two-new-castle-county-industrial-projects-may-become-data-centers/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
75074,stack-dfw01-plano-tx,STACK DFW01 (Plano),STACK Infrastructure,operational,33.0136764,-96.6925096,approximate,ATLAS_NOTES_AREA_LEVEL,"No street address is published on the operator page, so coordinates are a city-level geocode.",https://www.stackinfra.com/locations/americas/dallas-fort-worth/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
75146,stack-dfw02-lancaster-tx,STACK DFW02 (Lancaster),STACK Infrastructure,under_construction,32.5920798,-96.7561083,approximate,ATLAS_NOTES_AREA_LEVEL,Coordinates are a city-level geocode.,https://www.stackinfra.com/locations/americas/dallas-fort-worth/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
97124,stack-hillsboro-or,STACK Hillsboro Campus,STACK Infrastructure,proposed,45.5229,-122.9898,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Hillsboro area centroid.,https://cleanview.co/data-centers/oregon,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
20147,stack-nova-loudoun-va,STACK NVA Loudoun 144MW Hyperscale Campus,STACK Infrastructure,permitted,39.04,-77.49,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Ashburn/Dulles area centroid.,https://www.stackinfra.com/about/news-press/press-releases/stack-infrastructure-expands-loudoun-county-footprint-with-144mw-hyperscale-campus/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
19706,starwood-digital-project-washington-de,Project Washington (Starwood Digital Ventures),Starwood Digital Ventures,proposed,39.578,-75.593,exact,ATLAS_NOTES_APPROX_TO_PLACE,Coordinates approximate for Delaware City area.,https://spotlightdelaware.org/2026/02/04/delaware-city-data-center-faces-major-setback-after-environmental-denial/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
14013,stream-stamp-alabama-ny,STREAM U.S. Data Centers at STAMP,Stream U.S. Data Centers LLC,proposed,43.0837,-78.3936,approximate,ATLAS_NOTES_GEOCODED_TO_PLACE,"Coordinates are geocoded to the Town of Alabama, Genesee County, NOT to a confirmed parcel.",https://www.gcedc.com/news/article/current/2026/03/05/100160/public-hearing-set-for-stream-us-data-centers-project,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
60030,t5-chicago-iv-grayslake-il,T5 Chicago IV (CHI IV),T5 Data Centers,under_construction,42.3442,-88.0417,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Grayslake area centroid.,https://www.datacenterdynamics.com/en/news/t5-plans-five-gigawatt-scale-data-center-campuses-announces-chicago-campus/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
83686,t5-nampa-id,T5 Nampa,T5 Data Centers,permitted,43.5407,-116.5635,approximate,ATLAS_NOTES_AREA_CENTROID,"Coordinate provenance (checked 2026-09-12): the pin is the Nampa city centroid, NOT the stated 8300 Birch Lane address — the US Census geocoder returns no match for that address and the only OpenStreetMap feature named Birch Lane near Nampa carries ZIP 83867 (Silverton, Shoshone County), so it is a different road.",https://baxtel.com/data-center/t5-nampa-idaho,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
30294,ta-realty-east-tanners-church-ellenwood-ga,TA Realty East Tanners Church Road Data Center,TA Realty,permitted,33.6101096,-84.287978,approximate,ATLAS_NOTES_APPROX_TO_PLACE,Coordinates are approximate to Ellenwood;,https://www.govtech.com/policy/clayton-county-ga-agency-approves-tax-break-for-data-center,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
42348,terawulf-hawesville-ky,Justified Data Campus,TeraWulf,under_construction,37.8999,-86.7569,exact,ATLAS_NOTES_AREA_CENTROID,TeraWulf's official PR cited 'over 250 buildable acres.' Coordinates are approximate (Hawesville town center).,https://investors.terawulf.com/news-events/press-releases/detail/142/terawulf-announces-anthropic-lease-at-justified-data-campus-and-sale-of-majority-interest-in-abernathy-joint-venture-to-fluidstack,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
73102,tierpoint-oklahoma-city-ok,TierPoint Oklahoma City (OKC / OKC2),TierPoint,operational,35.4676,-97.5164,approximate,ATLAS_NOTES_AREA_CENTROID,Coordinates are an Oklahoma City centroid approximation.,https://www.tierpoint.com/data-centers/oklahoma/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
74103,tierpoint-tulsa-state-farm-ok,TierPoint Tulsa - State Farm,TierPoint,operational,36.154,-95.9928,approximate,ATLAS_NOTES_PLACE_CENTROID_APPROX,Coordinates are a Tulsa centroid approximation;,https://www.tierpoint.com/data-centers/oklahoma/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
85326,tract-buckeye-tech-corridor-az,Buckeye Tech Corridor,Tract,permitted,33.4136,-112.7203,exact,ATLAS_NOTES_AREA_LEVEL,"Coordinates are an approximate town-level geocode (Buckeye, south of I-10), not a parcel-confirmed point.",https://www.datacenterdynamics.com/en/news/tract-plans-1700-acre-data-center-campus-in-phoenix-arizona/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
78640,tract-caldwell-valley-uhland-tx,Tract Caldwell Valley Technology Park,Tract,proposed,29.9499,-97.7889,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are the Uhland area centroid.,https://www.tract.com/news/tract-closes-acquisition-of-1515-acres-in-caldwell-county-texas-for-multi-gigawatt-data-center-technology-park/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT
89429,tract-silver-springs-nv,Tract Silver Springs Data Center Park,Tract,proposed,39.407,-119.229,approximate,ATLAS_NOTES_APPROX_TO_PLACE,Coordinates approximate to Silver Springs.,https://www.tract.com/news/tract-expands-its-greater-reno-portfolio-closing-on-1060-acres-in-silver-springs-nevada-following-successful-rezoning-and-development-agreement-with-lyon-county/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
74103,tulsaconnect-downtown-dc5-tulsa-ok,TulsaConnect Downtown (DC-5),TulsaConnect,operational,36.154,-95.9928,approximate,ATLAS_NOTES_PLACE_CENTROID_APPROX,"No street address published on the operator's overview page, so location is a Tulsa centroid approximation only.",https://www.tulsaconnect.com/data-centers-overview.php,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
74103,tulsaconnect-east-dc3-tulsa-ok,TulsaConnect East (DC-3),TulsaConnect,operational,36.154,-95.9928,approximate,ATLAS_NOTES_PLACE_CENTROID_APPROX,Coordinates are a Tulsa centroid approximation;,https://www.tulsaconnect.com/data-centers-overview.php,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
50263,us-signal-ia01-waukee-ia,US Signal IA01 Des Moines Data Center (Waukee),US Signal,operational,41.6118485,-93.8845129,approximate,ATLAS_NOTES_AREA_LEVEL,The street address is documented but the coordinate is a city-level approximation.,https://ussignal.com/data-centers/ia01-des-moines/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE
73102,valorc3-oklahoma-city-ok,ValorC3 Oklahoma City Data Center,ValorC3 Data Centers,operational,35.4676,-97.5164,approximate,ATLAS_NOTES_APPROX_TO_PLACE,coordinates are approximate to Oklahoma City.,https://www.news9.com/oklahoma-city-news/where-are-data-centers-are-being-built-oklahoma-list,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
22554,vantage-stafford-va4-va,Vantage Data Centers VA4 Stafford Campus,Vantage Data Centers,under_construction,38.44,-77.44,exact,ATLAS_NOTES_AREA_CENTROID,Coordinates are county-centroid approximation — specific site address not confirmed in sources.,https://vantage-dc.com/news/vantage-data-centers-invests-2b-in-fredericksburg-virginia-region-to-deliver-fourth-campus-in-the-commonwealth/,PUBLISHER_CLAIMS_EXACT;PUBLISHER_AREA_POINT;COARSE_COORDINATES
20110,yondr-cerberus-manassas-va,Yondr Manassas Data Center Campus,Yondr Group / Cerberus Capital Management,proposed,38.7509,-77.4753,approximate,ATLAS_NOTES_AREA_LEVEL,"The announcement names Manassas but no street address or parcel, so coordinates are an approximate city-level geocode.",https://www.cerberus.com/media/cerberus-and-yondr-acquire-40-acres-in-northern-virginia-to-build-72mw-data-center/,PUBLISHER_AREA_POINT;PUBLISHER_APPROXIMATE;SHARED_COORDINATES
